#Date;Time;INV;Pac;DaySum;Status;Temp;Uac;INV;Pac;Status;Temp;Uac;INV;Pac;DaySum;Status;Pdc1;Pdc2;Udc1;Udc2;Temp;Uac;INV;Pac;DaySum;Status;Temp;Uac;INV;Pac;DaySum;Status;Temp;Uac;INV;Pac;DaySum;Status;Pdc1;Pdc2;Udc1;Udc2;Temp;Uac;INV;Pac;DaySum;Status;Pdc1;Pdc2;Udc1;Udc2;Temp;Uac;INV;Pac;DaySum;Status;Pdc1;Pdc2;Udc1;Udc2;Temp;Uac
23.10.2020;19:20:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;0;17300;0;0;0;0;0;0;0
23.10.2020;19:15:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;0;17300;0;0;0;0;0;0;0
23.10.2020;19:10:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;0;17300;0;0;0;0;0;0;0
23.10.2020;19:05:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;0;17300;0;0;0;0;0;0;0
23.10.2020;19:00:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;0;17300;0;0;0;0;0;0;0
23.10.2020;18:55:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;0;17300;0;0;0;0;0;0;0
23.10.2020;18:50:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;0;17300;0;0;0;0;0;0;0
23.10.2020;18:45:00;1;0;17000;0;0;0;2;0;0;0;0;3;0;17000;0;0;0;0;0;0;0;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;86;17300;0;5;4;197;67;28;230
23.10.2020;18:40:00;1;0;17000;0;0;0;2;0;0;0;0;3;83;17000;0;14;1;206;41;28;233;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;87;17300;36;6;4;207;67;28;231
23.10.2020;18:35:00;1;0;17000;0;0;0;2;91;0;28;233;3;86;17000;36;14;4;211;153;28;233;4;0;15000;0;0;0;5;0;16200;0;0;0;6;0;17400;0;0;0;0;0;0;0;7;0;17000;0;0;0;0;0;0;0;8;89;17300;36;6;13;214;194;28;231
23.10.2020;18:30:00;1;0;17000;0;0;0;2;90;36;28;232;3;86;17000;36;12;6;211;252;28;232;4;0;15000;0;0;0;5;0;16200;0;0;0;6;86;17400;0;6;2;213;294;29;233;7;0;17000;0;0;0;0;0;0;0;8;89;17300;36;6;14;219;211;28;230
23.10.2020;18:25:00;1;0;17000;0;0;0;2;92;36;28;233;3;89;17000;36;5;7;213;275;29;233;4;0;15000;0;0;0;5;0;16200;0;0;0;6;91;17400;36;3;6;219;323;29;233;7;102;17000;0;12;0;414;210;29;232;8;93;17300;36;6;14;226;207;28;231
23.10.2020;18:20:00;1;0;17000;0;28;233;2;100;36;28;233;3;96;17000;36;6;7;222;266;29;233;4;0;15000;0;28;1;5;0;16200;34;29;0;6;101;17400;36;0;9;270;334;29;233;7;106;17000;36;11;0;392;216;29;231;8;101;17300;36;7;8;310;207;28;231
23.10.2020;18:15:00;1;0;17000;34;28;233;2;115;36;29;233;3;111;17000;36;5;11;295;291;29;233;4;82;15000;34;28;172;5;102;16200;34;29;221;6;116;17400;36;1;10;316;355;29;234;7;120;17000;36;12;4;408;240;29;233;8;116;17300;36;0;6;387;208;28;231
23.10.2020;18:10:00;1;111;17000;45;29;233;2;131;36;29;232;3;128;16900;36;0;23;370;302;29;232;4;124;15000;36;29;233;5;126;16200;36;29;232;6;133;17400;36;10;21;382;373;30;233;7;136;17000;36;26;7;449;276;29;232;8;131;17300;36;5;2;419;213;29;231
23.10.2020;18:05:00;1;146;17000;36;29;233;2;143;36;29;233;3;141;16900;36;10;31;394;321;29;233;4;134;15000;36;29;233;5;141;16200;36;30;233;6;146;17400;36;11;34;375;375;30;234;7;152;17000;36;36;10;467;291;29;232;8;145;17300;36;13;0;465;215;29;231
23.10.2020;18:00:00;1;147;16900;36;29;234;2;150;36;29;233;3;148;16900;36;8;31;450;317;29;233;4;139;15000;36;29;233;5;141;16200;36;30;233;6;149;17400;36;14;32;389;397;30;234;7;153;17000;36;37;12;469;292;29;232;8;147;17300;36;12;1;436;225;29;232
23.10.2020;17:55:00;1;163;16900;36;29;234;2;167;36;29;234;3;163;16900;36;13;31;475;318;30;234;4;154;15000;36;29;234;5;155;16200;36;30;233;6;165;17400;36;27;40;409;408;30;234;7;167;17000;36;41;20;459;302;30;233;8;163;17200;36;14;7;435;269;29;232
23.10.2020;17:50:00;1;161;16900;36;29;234;2;164;36;30;234;3;160;16900;36;13;31;464;319;30;234;4;154;15000;36;29;234;5;149;16200;36;30;234;6;162;17400;36;25;39;405;410;30;235;7;165;17000;36;41;20;457;299;30;233;8;161;17200;36;13;6;440;266;29;232
23.10.2020;17:45:00;1;210;16900;36;30;234;2;211;36;30;234;3;208;16900;36;36;54;503;338;30;234;4;204;15000;36;29;234;5;201;16200;36;30;233;6;208;17300;36;44;57;427;423;31;234;7;209;17000;36;67;35;498;323;30;233;8;211;17200;36;46;17;504;307;29;232
23.10.2020;17:40:00;1;420;16900;36;30;234;2;419;36;30;234;3;416;16900;36;163;139;544;362;30;234;4;408;14900;36;29;234;5;409;16200;36;30;234;6;423;17300;36;153;165;468;454;31;235;7;415;16900;36;192;117;540;356;30;234;8;423;17200;36;173;102;552;351;29;232
23.10.2020;17:35:00;1;461;16900;36;30;234;2;460;36;30;234;3;459;16800;36;190;159;553;365;30;234;4;435;14900;36;30;235;5;437;16100;36;30;234;6;468;17300;36;174;186;471;460;31;235;7;462;16900;36;219;134;548;357;30;234;8;469;17200;36;208;117;565;344;30;234
23.10.2020;17:30:00;1;488;16800;36;30;234;2;486;36;30;234;3;485;16800;36;209;167;560;363;30;234;4;454;14900;36;30;234;5;455;16100;36;31;234;6;494;17300;36;190;204;472;469;31;234;7;488;16900;36;239;146;548;359;30;234;8;497;17100;36;217;129;553;352;30;233
23.10.2020;17:25:00;1;668;16800;36;30;234;2;664;36;30;234;3;666;16800;36;319;240;570;371;30;234;4;621;14800;36;30;235;5;636;16100;36;31;234;6;679;17200;36;282;302;482;480;31;235;7;664;16800;36;350;220;566;370;30;234;8;679;17100;36;329;202;567;365;30;233
23.10.2020;17:20:00;1;655;16700;36;30;234;2;654;36;30;234;3;657;16700;36;319;237;573;371;30;234;4;610;14800;36;30;234;5;638;16000;36;31;233;6;673;17200;36;281;303;481;484;31;234;7;661;16800;36;346;219;566;370;31;233;8;676;17000;36;333;204;572;370;30;233
23.10.2020;17:15:00;1;713;16700;36;30;234;2;709;36;30;234;3;710;16600;36;349;258;574;374;31;234;4;670;14700;36;30;234;5;684;15900;36;31;234;6;724;17100;36;305;325;481;483;31;234;7;711;16700;36;380;239;565;370;31;234;8;727;17000;36;362;222;568;366;30;233
23.10.2020;17:10:00;1;746;16600;36;30;234;2;742;36;31;234;3;744;16600;36;373;271;577;373;31;234;4;708;14700;36;30;234;5;721;15900;36;31;234;6;762;17000;36;326;343;486;486;31;234;7;745;16700;36;400;253;569;371;31;234;8;763;16900;36;386;237;572;369;30;232
23.10.2020;17:05:00;1;924;16500;36;31;234;2;916;36;31;234;3;922;16500;36;478;343;583;378;31;235;4;878;14600;36;31;235;5;895;15800;36;31;234;6;942;17000;36;417;436;491;488;32;235;7;924;16600;36;511;323;577;375;31;234;8;943;16800;36;494;308;575;370;31;233
23.10.2020;17:00:00;1;1073;16500;36;31;235;2;1063;36;31;235;3;1071;16400;36;574;403;585;380;31;235;4;1004;14500;36;31;235;5;1033;15800;36;31;235;6;1097;16900;36;498;515;495;493;32;235;7;1074;16500;36;605;383;580;378;31;235;8;1096;16800;36;594;369;580;374;31;233
23.10.2020;16:55:00;1;1151;16400;36;31;234;2;1140;36;31;234;3;1150;16400;36;622;435;588;380;31;234;4;1039;14500;36;31;235;5;1117;15700;36;31;234;6;1176;16800;36;535;560;499;495;32;235;7;1153;16400;36;654;418;580;378;31;235;8;1175;16700;36;641;403;577;372;31;233
23.10.2020;16:50:00;1;1518;16300;36;31;234;2;1499;36;31;234;3;1514;16300;36;849;579;593;385;31;234;4;1366;14400;36;31;236;5;1483;15600;36;31;234;6;1547;16700;36;720;750;503;500;32;235;7;1515;16300;36;876;560;590;382;31;235;8;1540;16600;36;865;548;586;378;31;232
23.10.2020;16:45:00;1;1648;16200;36;31;236;2;1630;36;31;237;3;1643;16100;36;934;632;599;387;31;236;4;1468;14300;36;32;237;5;1612;15500;36;31;236;6;1691;16600;36;792;829;509;507;32;237;7;1661;16200;36;962;620;594;385;31;236;8;1692;16400;36;960;609;598;388;32;235
23.10.2020;16:40:00;1;1389;16000;36;31;235;2;1373;36;31;235;3;1383;16000;36;770;525;593;384;31;235;4;1267;14100;36;32;237;5;1353;15300;36;32;235;6;1422;16400;36;658;688;505;505;32;236;7;1395;16100;36;801;512;587;380;31;236;8;1423;16300;36;795;501;593;383;32;233
23.10.2020;16:35:00;1;1354;15900;36;31;234;2;1338;36;32;234;3;1348;15900;36;745;513;590;382;31;234;4;1290;14000;36;32;236;5;1318;15200;36;32;234;6;1382;16300;36;638;665;500;497;32;235;7;1351;16000;36;774;494;584;381;32;235;8;1375;16200;36;762;483;583;375;32;233
23.10.2020;16:30:00;1;1514;15800;36;31;235;2;1501;36;32;235;3;1510;15800;36;845;578;592;385;32;235;4;1475;13900;36;32;235;5;1486;15100;36;32;235;6;1555;16200;36;732;748;502;505;32;235;7;1516;15900;36;874;560;588;382;32;235;8;1543;16100;36;870;550;591;382;32;233
23.10.2020;16:25:00;1;1274;15700;36;32;235;2;1263;36;32;235;3;1272;15700;36;698;480;585;381;32;235;4;1227;13800;36;32;235;5;1239;15000;36;32;235;6;1309;16100;36;603;624;498;501;33;236;7;1282;15700;36;730;467;583;379;32;234;8;1306;16000;36;723;458;584;379;32;233
23.10.2020;16:20:00;1;1333;15600;36;32;236;2;1322;36;32;236;3;1331;15600;36;729;507;583;380;32;236;4;1300;13700;36;32;237;5;1297;14900;36;32;236;6;1369;16000;36;634;654;494;497;33;237;7;1337;15600;36;762;488;581;378;32;236;8;1355;15800;36;748;475;579;374;32;234
23.10.2020;16:15:00;1;1562;15500;36;32;235;2;1550;36;33;235;3;1559;15400;36;873;600;585;380;33;236;4;1536;13600;36;33;236;5;1547;14800;36;33;235;6;1604;15900;36;755;776;497;501;33;236;7;1565;15500;36;906;580;585;380;32;235;8;1582;15700;36;887;566;583;377;33;233
23.10.2020;16:10:00;1;1648;15300;36;33;235;2;1638;36;33;235;3;1649;15300;36;930;635;588;382;33;235;4;1615;13500;36;33;236;5;1634;14600;36;33;235;6;1703;15700;36;807;827;501;504;33;236;7;1661;15400;36;966;620;586;381;32;235;8;1680;15600;36;950;608;589;379;33;233
23.10.2020;16:05:00;1;1527;15200;36;33;236;2;1516;36;33;236;3;1525;15200;36;852;586;584;381;33;236;4;1483;13300;36;33;236;5;1508;14500;36;33;235;6;1573;15600;36;740;760;497;499;34;236;7;1540;15200;36;886;570;583;379;32;235;8;1558;15500;36;873;559;582;379;33;233
23.10.2020;16:00:00;1;1506;15100;36;33;237;2;1495;36;34;237;3;1503;15000;36;840;577;583;380;34;237;4;1480;13200;36;33;236;5;1500;14400;36;33;237;6;1548;15500;36;732;750;497;498;34;237;7;1514;15100;36;874;561;581;378;33;235;8;1532;15300;36;859;549;580;379;34;235
23.10.2020;15:55:00;1;1589;14900;36;34;237;2;1571;36;34;237;3;1583;14900;36;891;608;582;380;34;237;4;1562;13100;36;34;236;5;1572;14300;36;34;237;6;1629;15300;36;770;788;498;499;34;237;7;1593;15000;36;923;592;584;378;33;236;8;1611;15200;36;905;579;579;375;34;235
